job,marital,education,default,housing,loan,contact,month,day_of_week,poutcome,target
blue-collar,married,basic.9y,no,yes,no,cellular,oct,tue,failure,0
services,single,high.school,no,yes,no,cellular,oct,tue,nonexistent,0
management,single,university.degree,no,yes,no,cellular,oct,tue,success,0
admin.,single,high.school,no,yes,no,cellular,oct,tue,failure,0
retired,married,basic.4y,no,no,no,cellular,oct,tue,nonexistent,1
student,single,high.school,no,no,no,cellular,oct,tue,nonexistent,1
technician,single,university.degree,no,yes,no,cellular,oct,tue,nonexistent,1
retired,married,basic.4y,no,no,no,cellular,oct,wed,nonexistent,0
housemaid,married,basic.4y,no,yes,no,cellular,oct,wed,nonexistent,0
management,married,professional.course,no,yes,no,cellular,oct,wed,nonexistent,0
blue-collar,married,high.school,no,no,no,cellular,oct,wed,nonexistent,0
retired,married,high.school,no,yes,no,cellular,oct,wed,nonexistent,1
admin.,married,high.school,no,yes,no,cellular,oct,wed,nonexistent,0
admin.,married,high.school,no,yes,yes,telephone,oct,wed,nonexistent,0
admin.,married,university.degree,no,yes,no,cellular,oct,wed,nonexistent,0
admin.,married,high.school,no,yes,yes,cellular,oct,wed,nonexistent,0
management,married,university.degree,no,yes,no,cellular,oct,wed,nonexistent,0
retired,married,high.school,no,no,no,cellular,oct,wed,nonexistent,0
admin.,married,high.school,no,yes,no,cellular,oct,wed,nonexistent,0
unemployed,divorced,basic.9y,no,yes,no,telephone,oct,wed,nonexistent,1
blue-collar,married,high.school,no,no,no,cellular,oct,wed,success,0
admin.,single,university.degree,no,no,no,cellular,oct,wed,nonexistent,1
unknown,single,university.degree,no,yes,no,telephone,oct,wed,nonexistent,0
technician,single,university.degree,no,no,no,cellular,oct,wed,nonexistent,0
admin.,married,university.degree,no,yes,no,cellular,oct,wed,nonexistent,0
management,married,university.degree,no,yes,no,telephone,oct,wed,nonexistent,0
retired,married,basic.4y,no,yes,no,telephone,oct,wed,nonexistent,0
unknown,single,university.degree,no,no,no,telephone,oct,wed,nonexistent,0
admin.,married,high.school,no,no,no,cellular,oct,wed,failure,1
retired,married,high.school,no,no,no,cellular,oct,wed,success,1
retired,married,basic.4y,no,no,yes,cellular,oct,thu,nonexistent,1
student,single,high.school,no,yes,no,cellular,oct,thu,nonexistent,1
technician,married,professional.course,no,yes,yes,cellular,oct,thu,nonexistent,0
admin.,married,university.degree,no,no,no,cellular,oct,thu,failure,0
admin.,married,high.school,no,yes,no,cellular,oct,thu,failure,0
technician,married,professional.course,no,no,no,cellular,oct,thu,nonexistent,0
retired,married,basic.4y,no,yes,no,cellular,oct,thu,nonexistent,1
admin.,single,university.degree,no,no,no,cellular,oct,thu,failure,1
retired,divorced,high.school,no,yes,no,cellular,oct,thu,nonexistent,1
retired,divorced,basic.4y,no,no,no,cellular,oct,thu,nonexistent,0
entrepreneur,unknown,university.degree,no,no,no,cellular,oct,thu,nonexistent,1
admin.,married,high.school,no,no,no,cellular,oct,thu,nonexistent,1
admin.,divorced,high.school,no,no,no,cellular,oct,thu,nonexistent,1
retired,divorced,high.school,no,yes,no,cellular,oct,thu,nonexistent,0
technician,married,professional.course,no,yes,yes,cellular,oct,thu,nonexistent,1
admin.,single,university.degree,no,no,no,cellular,oct,thu,nonexistent,0
retired,married,basic.6y,no,yes,yes,cellular,oct,thu,nonexistent,1
retired,single,basic.4y,no,yes,no,cellular,oct,thu,nonexistent,1
admin.,married,university.degree,no,no,no,cellular,oct,thu,nonexistent,1
retired,married,professional.course,no,no,yes,cellular,oct,thu,failure,0
self-employed,married,university.degree,no,yes,yes,cellular,oct,thu,nonexistent,0
admin.,married,basic.4y,unknown,no,no,cellular,oct,thu,success,1
technician,married,high.school,no,no,no,cellular,oct,thu,nonexistent,1
retired,divorced,basic.4y,no,yes,no,cellular,oct,thu,nonexistent,0
technician,married,professional.course,no,no,no,cellular,oct,thu,failure,1
technician,married,high.school,no,yes,no,cellular,oct,thu,nonexistent,1
technician,married,high.school,no,no,yes,cellular,oct,thu,nonexistent,1
retired,married,unknown,no,no,no,cellular,oct,thu,nonexistent,0
technician,married,university.degree,no,yes,yes,cellular,oct,thu,nonexistent,0
retired,married,basic.4y,no,yes,no,cellular,oct,thu,nonexistent,1
technician,single,university.degree,no,no,no,cellular,oct,thu,failure,1
admin.,single,university.degree,no,yes,no,telephone,oct,thu,nonexistent,1
blue-collar,married,basic.9y,no,yes,no,cellular,oct,thu,nonexistent,1
retired,married,basic.4y,no,no,no,cellular,oct,thu,nonexistent,1
retired,married,basic.4y,no,no,no,cellular,oct,thu,failure,0
retired,married,high.school,no,yes,no,cellular,oct,thu,success,1
technician,married,professional.course,no,no,no,cellular,oct,thu,nonexistent,0
retired,single,basic.4y,no,yes,no,cellular,oct,thu,nonexistent,0
technician,married,basic.4y,no,yes,no,cellular,oct,thu,failure,0
entrepreneur,unknown,university.degree,no,yes,no,telephone,oct,thu,failure,0
retired,divorced,basic.6y,no,no,no,cellular,oct,fri,failure,0
admin.,single,university.degree,no,yes,yes,telephone,oct,fri,nonexistent,0
retired,divorced,basic.6y,no,no,no,cellular,oct,fri,nonexistent,1
retired,married,basic.4y,no,no,no,cellular,oct,fri,nonexistent,0
student,single,high.school,no,no,no,cellular,oct,fri,nonexistent,1
admin.,single,university.degree,no,yes,no,telephone,oct,fri,nonexistent,0
blue-collar,married,basic.9y,no,yes,no,cellular,oct,fri,nonexistent,0
retired,married,basic.4y,no,no,no,cellular,oct,fri,success,0
retired,married,basic.4y,unknown,yes,no,cellular,oct,fri,nonexistent,0
technician,single,university.degree,unknown,no,yes,cellular,oct,fri,nonexistent,1
technician,single,university.degree,unknown,yes,no,cellular,oct,fri,nonexistent,1
technician,single,university.degree,no,no,no,cellular,oct,fri,nonexistent,1
self-employed,single,university.degree,no,no,no,cellular,oct,fri,nonexistent,1
admin.,single,university.degree,no,yes,no,cellular,oct,fri,nonexistent,0
technician,married,basic.9y,no,no,no,cellular,oct,fri,nonexistent,1
student,single,high.school,no,no,no,cellular,oct,fri,failure,1
retired,married,basic.4y,no,yes,yes,cellular,oct,fri,nonexistent,1
student,single,basic.6y,no,no,yes,cellular,oct,fri,nonexistent,1
retired,divorced,basic.4y,no,yes,no,telephone,oct,fri,nonexistent,0
admin.,single,university.degree,no,no,no,cellular,oct,fri,nonexistent,1
retired,divorced,basic.6y,no,no,no,telephone,oct,fri,nonexistent,0
student,single,high.school,no,no,no,telephone,nov,mon,nonexistent,0
admin.,single,high.school,no,no,no,cellular,nov,mon,failure,0
admin.,single,high.school,no,yes,no,cellular,nov,mon,failure,1
admin.,married,high.school,no,yes,no,cellular,nov,mon,success,0
admin.,divorced,high.school,no,no,no,cellular,nov,mon,nonexistent,0
self-employed,single,university.degree,no,yes,no,cellular,nov,mon,failure,0
admin.,married,university.degree,no,yes,no,cellular,nov,mon,nonexistent,0
management,single,university.degree,no,no,yes,cellular,nov,mon,nonexistent,0
student,single,basic.9y,no,no,no,cellular,nov,mon,nonexistent,0
technician,married,professional.course,no,yes,no,cellular,nov,mon,failure,0
housemaid,married,university.degree,no,yes,no,cellular,nov,mon,nonexistent,0
admin.,single,university.degree,no,no,no,cellular,nov,mon,nonexistent,1
admin.,married,high.school,no,no,no,cellular,nov,mon,nonexistent,0
admin.,married,basic.9y,no,no,no,cellular,nov,mon,nonexistent,0
self-employed,married,professional.course,no,yes,yes,cellular,nov,mon,success,1
housemaid,married,basic.4y,no,yes,no,cellular,nov,mon,nonexistent,0
blue-collar,single,high.school,no,yes,no,cellular,nov,mon,nonexistent,0
admin.,married,high.school,no,yes,no,telephone,nov,mon,nonexistent,0
admin.,married,high.school,no,yes,yes,cellular,nov,mon,nonexistent,0
admin.,married,university.degree,no,yes,no,cellular,nov,mon,success,0
technician,divorced,high.school,no,yes,no,cellular,nov,mon,failure,1
admin.,married,university.degree,no,yes,yes,cellular,nov,mon,nonexistent,0
admin.,single,university.degree,no,unknown,unknown,telephone,nov,mon,success,0
admin.,divorced,high.school,no,yes,yes,telephone,nov,mon,nonexistent,0
admin.,single,university.degree,no,yes,no,cellular,nov,mon,success,0
student,single,professional.course,no,no,no,cellular,nov,mon,failure,0
admin.,married,high.school,no,no,no,telephone,nov,mon,nonexistent,0
blue-collar,married,high.school,no,yes,no,cellular,nov,mon,nonexistent,1
admin.,single,high.school,no,yes,no,cellular,nov,mon,failure,0
admin.,married,university.degree,no,yes,no,telephone,nov,mon,nonexistent,0
admin.,single,university.degree,no,no,no,cellular,nov,mon,nonexistent,0
technician,married,professional.course,no,yes,no,telephone,nov,mon,failure,0
management,married,basic.6y,no,no,no,cellular,nov,mon,failure,1
admin.,married,high.school,no,no,yes,cellular,nov,mon,nonexistent,0
retired,married,professional.course,no,yes,no,cellular,nov,tue,nonexistent,1
admin.,divorced,university.degree,no,yes,no,cellular,nov,tue,failure,0
admin.,divorced,high.school,no,no,no,cellular,nov,tue,nonexistent,0
self-employed,married,university.degree,no,yes,no,cellular,nov,tue,failure,0
admin.,divorced,university.degree,no,no,no,cellular,nov,tue,failure,0
management,married,university.degree,no,unknown,unknown,cellular,nov,tue,nonexistent,1
admin.,single,high.school,no,no,no,cellular,nov,tue,failure,1
admin.,single,university.degree,no,no,yes,cellular,nov,tue,nonexistent,1
retired,married,basic.4y,no,no,yes,cellular,nov,tue,nonexistent,1
housemaid,divorced,professional.course,no,yes,no,cellular,nov,tue,failure,1
unemployed,married,high.school,no,no,yes,cellular,nov,tue,failure,0
unemployed,single,basic.9y,no,yes,no,cellular,nov,tue,nonexistent,1
blue-collar,single,basic.9y,no,no,no,cellular,nov,tue,failure,1
admin.,single,university.degree,no,no,no,cellular,nov,tue,nonexistent,0
admin.,divorced,university.degree,no,no,no,cellular,nov,tue,success,1
admin.,married,university.degree,no,yes,yes,cellular,nov,tue,nonexistent,1
technician,single,professional.course,no,yes,no,cellular,nov,tue,nonexistent,1
self-employed,married,professional.course,no,yes,no,cellular,nov,tue,nonexistent,1
admin.,married,high.school,no,yes,no,cellular,nov,tue,nonexistent,1
admin.,single,university.degree,no,yes,no,cellular,nov,tue,nonexistent,0
technician,married,basic.9y,no,no,no,cellular,nov,tue,failure,1
retired,married,professional.course,no,yes,yes,telephone,nov,tue,nonexistent,1
entrepreneur,divorced,high.school,no,yes,yes,cellular,nov,wed,failure,0
entrepreneur,divorced,high.school,no,no,no,cellular,nov,wed,failure,0
entrepreneur,divorced,high.school,no,no,no,cellular,nov,wed,failure,0
entrepreneur,divorced,high.school,no,no,no,cellular,nov,wed,nonexistent,0
management,married,basic.4y,no,yes,no,cellular,nov,wed,nonexistent,0
blue-collar,married,basic.9y,no,no,no,cellular,nov,wed,failure,0
blue-collar,married,basic.9y,no,yes,yes,cellular,nov,wed,nonexistent,0
admin.,married,high.school,no,yes,no,cellular,nov,wed,failure,0
admin.,married,high.school,no,yes,no,cellular,nov,wed,nonexistent,0
technician,single,professional.course,no,no,yes,cellular,nov,wed,failure,1
management,married,university.degree,no,yes,no,cellular,nov,wed,success,0
admin.,married,high.school,no,no,yes,cellular,nov,wed,failure,0
retired,married,university.degree,no,yes,no,cellular,nov,wed,nonexistent,0
technician,married,professional.course,no,no,no,cellular,nov,wed,nonexistent,0
admin.,divorced,university.degree,no,yes,no,cellular,nov,wed,nonexistent,0
management,married,basic.4y,no,no,no,cellular,nov,wed,nonexistent,0
technician,single,professional.course,no,unknown,unknown,cellular,nov,wed,failure,0
blue-collar,married,basic.4y,no,no,no,cellular,nov,thu,failure,0
admin.,married,high.school,no,yes,no,telephone,nov,thu,nonexistent,0
retired,married,university.degree,no,no,yes,cellular,nov,thu,nonexistent,1
blue-collar,married,basic.4y,no,yes,no,telephone,nov,thu,nonexistent,0
admin.,single,university.degree,no,no,no,cellular,nov,thu,nonexistent,0
retired,married,basic.6y,no,yes,no,cellular,nov,thu,nonexistent,1
unemployed,single,university.degree,no,no,no,cellular,nov,fri,failure,1
admin.,married,high.school,no,yes,no,telephone,nov,fri,nonexistent,0
admin.,married,high.school,no,yes,no,cellular,nov,fri,success,1
technician,married,university.degree,no,yes,no,cellular,nov,fri,nonexistent,0
technician,married,basic.9y,no,yes,no,cellular,nov,fri,failure,0
admin.,married,university.degree,no,yes,no,cellular,nov,fri,nonexistent,1
management,divorced,university.degree,no,no,yes,cellular,nov,fri,success,1
technician,divorced,university.degree,no,no,no,cellular,nov,fri,success,1
retired,married,high.school,no,no,no,cellular,nov,mon,nonexistent,1
admin.,single,high.school,no,yes,no,cellular,nov,mon,success,1
admin.,single,high.school,no,unknown,unknown,cellular,nov,mon,nonexistent,1
student,single,university.degree,no,no,yes,cellular,nov,mon,nonexistent,1
admin.,married,high.school,no,yes,no,cellular,nov,mon,success,1
admin.,single,university.degree,no,no,yes,cellular,nov,mon,success,1
unemployed,married,high.school,no,yes,no,cellular,nov,mon,failure,1
housemaid,single,university.degree,no,no,yes,telephone,nov,mon,nonexistent,1
student,single,professional.course,no,no,no,cellular,nov,mon,nonexistent,1
unknown,divorced,unknown,unknown,yes,no,cellular,nov,mon,failure,1
management,married,university.degree,no,no,no,cellular,nov,mon,failure,1
admin.,single,high.school,no,no,no,cellular,nov,mon,failure,0
unknown,divorced,unknown,unknown,yes,no,cellular,nov,mon,failure,1
blue-collar,single,unknown,no,yes,no,telephone,nov,mon,nonexistent,0
housemaid,single,university.degree,no,no,no,cellular,nov,mon,nonexistent,0
retired,single,basic.4y,no,no,no,cellular,nov,mon,success,1
admin.,married,university.degree,no,no,no,cellular,nov,mon,failure,0
admin.,married,university.degree,no,no,no,cellular,nov,tue,success,1
blue-collar,single,high.school,no,no,no,cellular,nov,tue,failure,1
housemaid,married,basic.4y,no,yes,no,cellular,nov,tue,nonexistent,1
admin.,married,high.school,no,no,no,cellular,nov,tue,nonexistent,1
technician,married,professional.course,no,yes,no,cellular,nov,tue,nonexistent,1
management,married,university.degree,no,yes,no,cellular,nov,tue,success,1
management,married,university.degree,no,yes,no,cellular,nov,tue,success,1
admin.,married,university.degree,no,no,no,telephone,nov,tue,success,1
technician,married,professional.course,no,no,no,cellular,nov,tue,nonexistent,0
retired,married,basic.4y,no,no,no,cellular,nov,tue,failure,0
admin.,married,university.degree,no,yes,no,cellular,nov,tue,success,1
admin.,married,university.degree,no,yes,no,cellular,nov,tue,success,1
admin.,married,university.degree,no,yes,no,cellular,nov,tue,success,1
admin.,divorced,university.degree,no,yes,no,cellular,nov,tue,success,1
student,single,high.school,no,no,no,telephone,nov,tue,nonexistent,0
admin.,married,university.degree,no,yes,no,cellular,nov,tue,success,1
admin.,single,university.degree,no,no,no,cellular,nov,tue,failure,1
retired,married,basic.4y,no,no,yes,cellular,nov,tue,success,1
admin.,married,high.school,no,yes,no,cellular,nov,tue,nonexistent,1
technician,married,basic.9y,no,no,no,cellular,nov,tue,failure,1
management,married,university.degree,no,no,yes,cellular,nov,tue,nonexistent,0
retired,married,basic.4y,no,yes,no,cellular,nov,tue,success,1
student,single,high.school,no,no,no,cellular,nov,tue,failure,0
admin.,divorced,university.degree,no,no,no,cellular,nov,tue,nonexistent,1
management,married,basic.4y,unknown,yes,no,cellular,nov,tue,failure,1
admin.,divorced,university.degree,no,unknown,unknown,cellular,nov,tue,failure,0
management,married,university.degree,no,no,no,telephone,nov,tue,nonexistent,0
admin.,single,university.degree,no,unknown,unknown,cellular,nov,tue,failure,0
admin.,single,university.degree,no,yes,yes,cellular,nov,tue,nonexistent,0
services,married,high.school,no,no,no,cellular,nov,wed,failure,0
retired,married,professional.course,no,yes,no,telephone,nov,wed,nonexistent,0
services,married,high.school,no,no,no,cellular,nov,wed,failure,1
